annual-change-primary-energy-source,,,,,,,,,,
Entity,Code,Year,Solar (TWh growth - equivalent),Coal (TWh growth),Gas (TWh growth),Other renewables (TWh growth - equivalent),Nuclear (TWh growth - equivalent),Hydro (TWh growth - equivalent),Wind (TWh growth - equivalent),Oil (TWh growth)
Egypt,EGY,2006,-1.80E-05,0.005523682,47.162506,0,,0.17207718,0.2609831,-10.373352
Egypt,EGY,2007,0.000547722,-0.9004631,17.902527,0,,3.824623,0.15147662,26.95636
Egypt,EGY,2008,0.000821944,-0.90087223,23.869995,0,,2.218933,0.73970985,21.33017
Egypt,EGY,2009,0.001928889,-0.90045214,16.362488,0,,-3.9580078,0.28375506,18.043488
Egypt,EGY,2010,0.063800745,-1.8013477,24.736267,0,,-2.5063896,1.014605,11.933502
Egypt,EGY,2011,0.6047366,-0.27007198,43.408752,0,,-0.121315,0.21251702,-0.86724854
Egypt,EGY,2012,0.7078052,-0.58454704,28.778748,0,,-0.11436081,-0.45992327,8.808624
Egypt,EGY,2013,-1.3131602,-0.054672718,-11.357513,0,,0.35442734,0.6330652,4.6664734
Egypt,EGY,2014,0.30872554,0.036925793,-32.826263,0,,0.7335243,-1.511549,21.001251
Egypt,EGY,2015,-0.26494724,4.795154,-1.9997864,0,,0.0407753,2.3166595,10.945801
Egypt,EGY,2016,0.5122781,4.8507147,33.353424,0,,-1.5190887,1.3140788,15.350952
Egypt,EGY,2017,0.97816443,-0.21816349,65.80032,0,,-1.2976227,-0.8018427,-24.141174
Egypt,EGY,2018,-0.1403197,11.437108,36.604675,0,,0.15947723,2.2895217,-49.1008
Egypt,EGY,2019,2.4617355,-2.4479637,-5.5598755,0,,2.9211159,5.222601,-22.060638
Egypt,EGY,2020,7.7686157,-14.207546,-7.3043823,0,,2.027729,0.61531734,-52.854126
Egypt,EGY,2021,1.5917864,5.3805685,38.58911,0,,-1.7629776,0.33709812,25.321014
Egypt,EGY,2022,-0.18355942,0.15199089,-14.195129,0,,-1.4104156,-0.66940117,68.58356
Egypt,EGY,1966,,-1.5002701,0.067375004,,0,0.27443027,,5.9461975
Egypt,EGY,1967,,1.7212398,0,,0,0.4181795,,-16.017357
Egypt,EGY,1968,,0.19771004,0,,0,3.0579395,,3.2771225
Egypt,EGY,1969,,0.40705013,0.14437503,,0,2.9272585,,-19.221092
Egypt,EGY,1970,,-0.43031025,0.13474995,,0,2.064763,,16.287254
Egypt,EGY,1971,,-0.91164064,0,,0,1.0585175,,2.4118805
Egypt,EGY,1972,,-0.47998166,-0.13474995,,0,0.33977127,,10.574585
Egypt,EGY,1973,,-0.47601604,-0.13475001,,0,-0.026137352,,-5.080368
Egypt,EGY,1974,,2.3984663,0.028874993,,0,2.8488503,,8.188393
Egypt,EGY,1975,,1.095325,-0.09625,,0,1.9994221,,9.252403
Egypt,EGY,1976,,-0.14681673,3.17625,,0,3.5806637,,17.725723
Egypt,EGY,1977,,0.9219332,0.76999974,,0,3.0579395,,7.897522
Egypt,EGY,1978,,-0.31438255,2.6950002,,0,2.639761,,4.061989
Egypt,EGY,1979,,0.78294325,3.6574998,,0,-0.95397377,,12.241425
Egypt,EGY,1980,,-1.5500574,10.2025,,0,0.57499886,,16.353073
Egypt,EGY,1981,,1.8492393,2.5024986,,0,1.2153339,,23.866058
Egypt,EGY,1982,,0.27545643,2.2137508,,0,0.8232918,,24.590775
Egypt,EGY,1983,,-0.43892765,4.4275,,0,-1.9994221,,19.824677
Egypt,EGY,1984,,0.11362553,8.566248,,0,-0.54886055,,18.168884
Egypt,EGY,1985,,0.45816326,8.758751,,0,-1.4248924,,3.9450684
Egypt,EGY,1986,,0.047276497,7.21875,,0,-0.5204296,0,0.72151184
Egypt,EGY,1987,,0.50386906,5.7750015,,0,-0.007392883,0,14.042175
Egypt,EGY,1988,,0.85789967,6.159996,,0,-0.41545677,0,-1.3558044
Egypt,EGY,1989,,0.23605347,7.892502,,0,1.9456978,0,9.516632
Egypt,EGY,1990,,-1.4763241,3.1762543,,0,1.3779564,0,6.7778625
Estonia,EST,1991,0,-5.974411,0.058499336,0,0,0,0,-4.9225044
Estonia,EST,1992,0,-12.568935,-5.928499,0,0,0,0,-16.846664
Estonia,EST,1993,0,-10.766697,-4.2087502,0,0,0,0,1.1743851
Estonia,EST,1994,0,0.9810982,1.8042498,0,0,0,0,-1.8334694
Estonia,EST,1995,0,-3.1751518,0.83375025,0.019153222,0,0,0,-4.0508213
Estonia,EST,1996,0,1.9303131,0.6964998,-0.003192196,0,0,0,1.2231808
Estonia,EST,1997,0,-0.49227905,-0.21149969,0.009576611,0,0,0,-0.29077816
Estonia,EST,1998,0,-6.4036484,-0.36950016,0.012768751,0,0,0,0.063957214
Estonia,EST,1999,0,-3.3709793,-0.19249964,0.00319222,0,0.011827944,0,-1.045701
Estonia,EST,2000,0,2.0969467,1.0017495,0.13407248,,0.002957,0,-1.4857378
Estonia,EST,2001,0,-0.19691086,0.56325006,-0.10534249,,0.006954696,0,2.087882
Estonia,EST,2002,0,-0.76342773,-1.3340001,0.015960835,,-0.005394168,0.004086361,1.8458576
Estonia,EST,2003,0,5.266205,0.9802499,-0.003192224,,0.020776194,0.013604387,-1.0594196
Estonia,EST,2004,0,-0.10945892,1.0992508,0.015961118,,0.027427223,0.004209807,0.24059296
Estonia,EST,2005,0,-0.37410355,0.29224968,0.00638444,,-0.002985556,0.1324375,0.30836487
Estonia,EST,2006,0,-1.702816,0.09850025,0.01596111,0,-0.023150276,0.06276639,0.75291824
Estonia,EST,2007,0,8.900574,-0.055750847,-0.006384447,0,0.023794718,0.040209174,1.1784191
Estonia,EST,2008,0,-4.8063087,-0.38199997,0.006384447,0,0.01647389,0.11642417,-0.89370155
Estonia,EST,2009,0.000279272,-5.515579,-2.8537493,0.8810483,0,0.010685004,0.17084113,-1.802805
Estonia,EST,2010,-1.71E-06,11.858852,0.4347496,1.3662634,0,-0.01442612,0.2242564,0.4927578
Estonia,EST,2011,0.000274173,0.5679283,-0.6887498,0.13088036,0,0.007819176,0.24634969,-0.41308212
Estonia,EST,2012,0.00027085,-3.8487892,0.4897499,0.69590044,0,0.032401666,0.17481494,2.982401
Estonia,EST,2013,0.002993003,4.881344,0.11049986,-0.97202635,0,-0.044300556,0.25174606,-0.24294281
Estonia,EST,2014,0.00458261,-1.0655136,-1.3879995,0.31762457,0,0.002284721,0.19454896,-1.3927631
Estonia,EST,2015,0.007490333,-5.3976707,-0.52450037,0.15003347,0,-0.000435278,0.28918028,-0.03209114
Estonia,EST,2016,0.010078751,2.101822,0.43974972,0.33996964,0,0.02098611,-0.3353151,-0.4267559
Estonia,EST,2017,0.012621332,6.2370872,-0.09195709,0.50756073,0,-0.024502777,0.3339529,0.7403431
Estonia,EST,2018,0.042899724,-1.160862,0.114780426,0.7134576,0,-0.029507775,-0.24143064,-0.2202549
Estonia,EST,2019,0.11225555,-13.333805,-0.343019,0.09895849,0,0.010397773,0.12823057,-1.8860416
Estonia,EST,2020,0.12797669,-6.698612,-0.36005402,1.5593915,0,0.028705,0.40567505,0.8393955
Estonia,EST,2021,0.604583,2.6498852,0.5626893,-0.15003347,0,-0.018604998,-0.29856384,-0.57109547
Estonia,EST,2022,0.6177431,2.2687778,-1.2418823,-0.15786457,0,0.000928052,-0.19438112,-1.2505789
Estonia,EST,1986,,0.82121277,-0.9558754,,0,0,,-0.43509674
Estonia,EST,1987,,0.58969116,0.7949848,,0,0,,0.39881897
Estonia,EST,1988,,-3.1769714,0.7949867,,0,0,,0.3485031
Estonia,EST,1989,,2.3162994,0,,0,0,,1.2758865
Estonia,EST,1990,,3.9415054,3.0949202,,0,0,,-0.6909752
Europe,,1966,0,-125.836914,190.73096,3.395442,17.925415,96.41101,0,619.7329
Europe,,1967,0,-128.60059,222.15161,1.08393,12.124794,-10.062256,0,650.07715
Europe,,1968,0,51.958008,271.22217,1.5726929,13.669617,78.21216,0,733.20703
Europe,,1969,0,123.97754,303.9568,1.3369064,22.105362,16.589111,0,890.6201
Europe,,1970,0,-131.20117,396.2705,5.461113,11.962158,73.06799,0,1050.169
Europe,,1971,0,-173.07031,427.54053,0.39682388,20.72174,16.646973,0,557.03516
Europe,,1972,0,-86.62891,397.81396,-0.36465836,59.848633,30.976807,0,841.19727
Europe,,1973,0,123.62695,412.7566,1.6913395,32.18268,16.341919,0,873.56445
Europe,,1974,0,-35.43164,388.25684,1.1763172,57.18042,115.05994,0,-211.12598
Europe,,1975,0,-17.387695,382.96143,1.4887524,103.38205,-1.0980225,0,-139.47852
Europe,,1976,0,237.91699,471.45264,0.061088562,82.22571,-69.191284,0,695.54297
Europe,,1977,0,55.740234,331.2964,1.0868149,108.45328,267.662,0,65.86426
Europe,,1978,0,74.83594,317.51953,1.8303642,61.10547,62.633667,0.008870971,729.1172
Europe,,1979,0,268.64648,360.6997,1.2102108,79.540344,73.892456,0.008870971,327.77734
Europe,,1980,0,-19.59961,109.083496,3.0896568,137.29468,-10.43103,0.013306391,-448.81152
Europe,,1981,0,-126.293945,194.65869,0.0984993,273.53326,21.310669,0,-591.3828
Europe,,1982,0,81.99512,264.13037,-2.6159973,130.06934,-52.46692,0.02365583,-472.88672
Europe,,1983,0,81.762695,420.1631,0.9629936,211.37,66.01538,0.034301255,-313.11035
Europe,,1984,0.002986861,-60.28125,556.0054,1.0768051,411.729,75.72876,0.023951463,49.15918
Europe,,1985,0,-277.78613,-341.20312,3.358326,347.83032,-72.73291,0.05677423,-751.86816
Europe,,1986,0,-10.40332,142.26855,3.0751991,139.6648,-35.82263,0.2253226,350.4043
Europe,,1987,-0.002986861,84.62207,400.54785,-0.50829315,140.6582,102.91052,0.16913983,34.52246
Europe,,1988,0.002986861,-177.0127,257.1914,2.4970856,248.031,76.94531,0.410726,-4.0566406
Europe,,1989,0.02389486,-186.58984,167.85059,1.3985023,119.518555,-187.65259,0.5491127,17.395508
Europe,,1990,0.010243297,-516.16504,424.66992,17.001762,-29.20459,32.168335,0.7808236,120.97754
Europe,,1991,0.009063147,-575.8921,166.37305,1.9214554,71.0625,35.12329,0.5913019,-156.95508
Europe,,1992,0.028274734,-490.01953,-385.9707,3.4774132,17.21167,51.850464,1.6417799,-472.53223
Europe,,1993,0.021234207,-552.61475,-4.1835938,6.6639786,102.24756,44.73108,2.2377844,-768.3467
Europe,,1994,0.006784916,-528.7715,-403.23633,3.9671783,-84.931885,34.705933,2.0598664,-328.3662
Europe,,1995,0.030313283,-119.583496,98.768555,7.32267,75.26343,9.075195,2.617508,-143.11719
Europe,,1996,0.008647531,-193.28955,530.5078,0.59723663,182.77637,-129.09631,2.8575048,-167.84668
Europe,,1997,0.027097315,-268.05908,-412.37793,15.403107,27.706299,69.9989,7.2928457,52.81543
Europe,,1998,0.030025989,-225.48145,212.70508,12.38694,-38.017334,72.97388,11.452675,114.97266
Europe,,1999,0.038847983,-235.44727,179.69238,6.0979843,70.06592,40.7959,9.0352745,-110.63965
Europe,,2000,-0.017073184,145.81494,211.13867,11.428818,48.873047,79.42847,24.181873,-159.4082
Europe,,2001,0.35043165,-28.546875,154.57031,12.41272,89.35889,17.87207,12.649307,194.48828
Europe,,2002,0.34805608,-7.3632812,54.61133,19.451324,28.666748,-217.09314,27.425873,-111.82617
Europe,,2003,0.44079512,170.61084,310.81738,23.052063,28.01294,-134.11694,23.726913,111.82422
Europe,,2004,0.8044559,-138.40527,266.2002,35.115646,11.538574,131.55115,42.101578,59.895508
Europe,,2005,2.1669168,-172.30127,166.80176,31.824982,-43.45044,-0.5543213,32.76889,57.32129
Europe,,2006,2.9807076,194.22656,135.68262,32.77008,-8.458984,-51.64966,33.096085,103.487305
Europe,,2007,3.6541934,-7.3740234,-30.387695,31.449097,-153.56226,26.286743,62.153336,-212.12012
Europe,,2008,10.36062,-199.30762,19.833008,32.66562,-14.229004,43.937256,40.74655,-48.524414
Europe,,2009,18.676058,-597.55273,-748.91406,32.34433,-154.04639,-3.6138916,35.153534,-525.0703
Europe,,2010,25.208393,157.46826,733.3574,51.19635,71.91528,91.4989,41.675995,-16.108398
Europe,,2011,64.90971,187.83838,-382.38086,28.879608,-33.726807,-247.61084,84.957886,-111.521484
Europe,,2012,67.874115,126.84619,-230.34766,50.148254,-74.96362,127.98413,70.85599,-210.73438
Europe,,2013,37.87297,-176.38818,-159.32617,29.724854,-62.917236,130.41064,82.07599,-209.13086
Europe,,2014,30.658844,-356.00342,-601.2461,33.193726,19.469727,-30.949707,38.949768,-62.823242
Europe,,2015,27.759705,-103.82471,-50.015625,37.445923,-43.260254,-116.33496,133.47021,42.555664
Europe,,2016,7.6512756,-214.18066,419.59375,7.5476685,-81.885254,75.9187,-4.8345947,181.55273
Europe,,2017,21.01947,-199.70898,254.67383,16.521362,-15.93042,-163.89929,152.13367,142.71289
Europe,,2018,21.021698,-68.06494,172.92676,17.690918,-13.545166,156.82068,39.649353,17.25293
Europe,,2019,33.157227,-560.9236,7.298828,20.713745,-14.927246,-121.70874,140.03241,4.9570312
Europe,,2020,63.0365,-482.05957,-386.02637,15.386047,-236.09253,154.34473,130.60327,-1139.3779
Europe,,2021,49.84735,259.84448,725.084,25.427307,144.18335,38.823975,-51.208374,397.7168
Europe,,2022,117.97827,-154.96606,-1351.46,-20.054504,-362.02637,-309.55945,131.07056,306.4209
Europe (EI),,1966,0,-247.05225,50.11496,3.4656696,17.348568,66.161255,0,486.4629
Europe (EI),,1967,0,-189.49805,85.10077,1.2467337,11.585571,-0.3168335,0,467.5122
Europe (EI),,1968,0,87.37109,152.04327,1.5918455,11.174133,34.81543,0,591.48975
Europe (EI),,1969,0,75.08984,193.12726,1.3337145,20.688324,-15.556091,0,741.313
Europe (EI),,1970,0,-95.6543,225.85663,5.422806,9.817802,44.65692,0,788.78564
Europe (EI),,1971,0,-244.96924,251.16968,0.3840561,17.887695,10.305359,0,397.7588
Europe (EI),,1972,0,-186.104,290.54956,-0.32316017,47.23326,42.1958,0,593.90234
Europe (EI),,1973,0,84.17285,222.0907,1.76157,19.479553,16.203491,0,647.3965
Europe (EI),,1974,0,-48.821777,245.24817,1.2082367,36.89052,88.64636,0,-568.58203
Europe (EI),,1975,0,-124.9126,154.14941,1.5302525,83.07962,24.304932,0,-316.0166
Europe (EI),,1976,0,245.5957,196.15454,-0.12725258,55.164124,-90.70886,0,600.53516
Europe (EI),,1977,0,-13.435059,115.59448,1.2687721,71.91141,234.89417,0,-82.328125
Europe (EI),,1978,0,100.39209,103.01294,1.5717926,57.04242,-2.1968994,0.008870971,472.12305
Europe (EI),,1979,0,241.42285,148.57397,1.2357483,59.237915,69.84766,0.008870971,223.5586
Europe (EI),,1980,0,108.16992,-3.0891113,3.0609283,96.70233,-42.531128,0.013306391,-675.5615
Europe (EI),,1981,0,-99.688965,-27.609863,0.015499115,236.17627,16.762451,0,-637.66406
Europe (EI),,1982,0,32.520508,-52.945312,-2.9671364,92.71234,-12.199707,0.02365583,-423.40625
Europe (EI),,1983,0,81.012695,108.76123,0.9629936,179.75616,40.854248,0.034301113,-230.01025
Europe (EI),,1984,0.002986861,-10.049316,134.71094,1.1395149,319.78503,14.985107,0.023951665,47.467773
Europe (EI),,1985,0,1349.0703,1054.7009,3.3126411,474.04663,51.048584,0.05677417,961.1079
Europe (EI),,1986,0,-61.39453,102.84961,3.1818924,122.91113,-49.949097,0.22532275,279.0869
Europe (EI),,1987,-0.002986861,57.79297,182.36523,-0.46772003,85.38135,128.18774,0.16913974,43.433594
Europe (EI),,1988,0.002986861,-148.80615,37.237793,2.5268822,219.33936,112.24011,0.41072583,46.62793
Europe (EI),,1989,0.023894861,-88.04785,120.7876,1.3820419,115.19214,-216.6676,0.5491127,-32.52246
Europe (EI),,1990,0.010243276,-333.2788,357.21973,16.853855,21.908691,26.515503,0.7808237,182.0293
Europe (EI),,1991,0.009063054,-384.61768,60.02002,2.0477982,66.35571,30.06482,0.59130216,-81.98828
Europe (EI),,1992,0.028274726,-369.61328,-267.97705,3.4783707,18.22705,50.033936,1.6417797,-246.7793
Europe (EI),,1993,0.021234162,-386.8457,23.25,6.725586,103.49585,61.54431,2.2377844,-213.76562
Europe (EI),,1994,0.006784998,-316.5542,-133.74023,3.9517593,-24.30542,19.915161,2.0598674,-40.62207
Europe (EI),,1995,0.030313618,-57.927246,254.50879,7.8954086,70.406006,22.75061,2.617507,173.22363
Europe (EI),,1996,0.008647218,-145.92969,514.2632,0.44667816,155.83691,-49.59912,2.8575048,95.55957
Europe (EI),,1997,0.027097508,-137.25049,-121.30957,15.779503,29.204346,58.794556,7.2928457,75.180664
Europe (EI),,1998,0.030026108,-134.81934,74.601074,12.221153,-24.456787,76.944824,11.468937,184.52344
Europe (EI),,1999,0.03884749,-261.85303,208.32617,5.7408905,18.550781,12.593628,9.079632,-136.35059
Europe (EI),,2000,-0.01707305,130.06201,146.07324,11.461769,23.786377,57.573364,24.214401,-111.84277
Europe (EI),,2001,0.35043162,-41.748047,109.65576,12.410553,74.232666,-28.615112,12.730377,128.01465
Europe (EI),,2002,0.34805614,-2.387207,18.124512,19.157516,18.010254,-151.78894,27.373672,-39.373047
Europe (EI),,2003,0.44079518,181.54248,258.32178,22.299713,6.307617,-108.07422,23.758034,52.359375
Europe (EI),,2004,0.8044561,-72.822754,144.62793,34.89067,29.785645,107.0968,42.091614,90.703125
Europe (EI),,2005,2.166917,-110.38037,159.84717,31.69603,-53.93921,-8.098145,32.772324,53.601562
Europe (EI),,2006,2.9807081,213.25,-46.851562,32.683365,-24.961914,-37.84082,33.303177,27.398438
Europe (EI),,2007,3.6541934,66.14209,-55.029785,31.797241,-160.71948,-5.782959,62.77092,-188.15527
Europe (EI),,2008,10.360619,-276.33594,89.9043,32.751038,-19.692139,73.61902,42.136536,-103.40137
Europe (EI),,2009,18.676054,-482.44897,-484.9961,33.317352,-152.66821,-20.144897,36.955017,-467.00195
Europe (EI),,2010,25.215065,182.14917,455.07324,51.892,56.407715,159.23975,45.59366,-69.71973
Europe (EI),,2011,64.90762,174.31348,-424.3296,28.889313,-37.64746,-234.70471,89.88318,-244.53711
Europe (EI),,2012,67.869675,105.819824,-147.29102,51.617615,-84.27295,143.81262,73.88922,-273.36035
Europe (EI),,2013,37.860794,-142.32129,-113.870605,31.948853,-46.958984,87.98425,86.60028,-156.46387
Europe (EI),,2014,30.279129,-268.38672,-546.2656,36.25409,0.7258301,-58.766724,41.18347,-143.05518
Europe (EI),,2015,27.746246,-171.99927,90.56885,40.8067,-78.4834,-28.253906,141.54938,205.71631
Europe (EI),,2016,9.525635,-138.4231,286.44775,14.780518,-81.83569,33.184326,5.2372437,175.3877
Europe (EI),,2017,25.554993,-126.51001,216.55371,21.456482,-29.626709,-188.20276,158.20483,176.57227
Europe (EI),,2018,33.688812,-88.40283,-115.4707,23.027954,-14.16748,149.08606,44.520935,-37.904297
Europe (EI),,2019,35.799255,-532.3003,71.94922,27.578003,-24.153809,-54.218384,144.15588,-31.024414
Europe (EI),,2020,65.144104,-414.96045,-135.11084,20.178223,-252.46362,79.62891,136.32056,-1083.999
Europe (EI),,2021,56.416534,232.18823,314.6748,33.788025,116.24805,-23.219116,-37.925415,339.95215
Europe (EI),,2022,122.4798,-88.94141,-743.6665,-14.78302,-360.48047,-234.68848,136.23987,283.87598
European Union (27),,1966,0,-180.26807,49.553253,3.395441,2.9283152,55.141235,0,392.49048
European Union (27),,1967,0,-84.03223,78.71365,1.083931,2.9027767,-24.428223,0,364.81592
European Union (27),,1968,0,79.29541,133.07251,1.5726929,2.908455,12.976074,0,488.44922
European Union (27),,1969,0,104.25781,161.4411,1.3315029,10.842142,-12.19165,0,629.0586
European Union (27),,1970,0,-37.129395,166.8833,5.432207,15.158005,36.266968,0,672.07324
European Union (27),,1971,0,-126.60547,176.3133,0.39698982,14.593342,-4.4205933,0,339.48096
European Union (27),,1972,0,-64.99463,207.69592,-0.39198685,35.09155,34.326538,0,491.93066
European Union (27),,1973,0,4.9345703,198.21545,1.684145,16.38948,-3.8567505,0,560.8379
European Union (27),,1974,0,54.256348,184.58472,1.2286644,18.7957,57.61792,0,-458.32422
European Union (27),,1975,0,-138.74414,134.30359,1.4530125,90.414566,5.5828247,0,-167.22314
European Union (27),,1976,0,220.56982,172.32202,0.059202194,38.15323,-99.77661,0,561.23926
European Union (27),,1977,0,-17.129883,85.207275,1.0950031,60.445038,225.98169,0,-128.32861
European Union (27),,1978,0,108.1626,81.68408,1.5114021,64.18161,-23.970093,0.008870971,396.36084
European Union (27),,1979,0,160.63037,101.70288,0.52929115,46.486115,42.711487,0.008870971,228.15967
European Union (27),,1980,0,172.09473,-8.53418,3.4562836,93.13846,-47.950684,0.013306391,-491.76904
European Union (27),,1981,0,-120.57715,-36.357178,-0.9636841,229.87408,-11.486816,0,-527.5386
European Union (27),,1982,0,73.17529,-60.20581,-2.570835,69.87604,-14.59375,0.02365583,-438.11914
European Union (27),,1983,0,41.309082,83.20947,0.9076729,157.2945,17.132507,0.034301113,-229.25488
European Union (27),,1984,0,180.30078,117.513916,1.1586838,299.1137,12.372131,0.023951665,-139.23975
European Union (27),,1985,0,139.18213,117.01221,3.3608093,292.39783,17.05951,0.05677417,248.15137
European Union (27),,1986,0,-129.4419,36.38452,2.594654,158.73364,-49.852722,0.22532275,223.5835
European Union (27),,1987,0,46.956543,133.98413,-0.7233734,71.8457,83.40027,0.16913974,18.362305
European Union (27),,1988,0,-65.660645,-2.590332,2.4389954,136.41553,52.112183,0.41072583,22.743164
European Union (27),,1989,0.026881723,12.542969,94.42334,1.3072739,105.5741,-179.99323,0.52250004,11.776367
European Union (27),,1990,0.006990498,-444.37012,139.41846,14.533337,22.520752,36.025696,0.78082335,150.3999
European Union (27),,1991,0.006106388,-261.1333,69.025635,1.6918488,57.649902,38.937378,0.5913024,14.40332
European Union (27),,1992,0.025317505,-300.3296,-98.37134,2.5867958,2.9765625,37.086914,1.570812,22.226074
European Union (27),,1993,0.018549442,-174.97192,58.239258,5.691345,63.934814,23.474487,1.6717358,-109.71094
European Union (27),,1994,0.00379806,-87.21167,-35.977783,2.6551743,-5.9729004,27.822693,1.6778722,34.13867
European Union (27),,1995,0.027315266,-47.99243,241.99316,6.714508,62.218018,-2.9678345,2.4727187,153.67041
European Union (27),,1996,0.005666666,8.18042,271.75806,-0.29199982,113.25659,-4.4332275,2.5736046,137.2539
European Union (27),,1997,0.027029447,-110.14453,-91.6333,14.405769,19,28.353943,6.7547626,62.84619
European Union (27),,1998,0.02704528,-162.19556,91.52295,9.656639,-17.54419,31.889587,10.819889,218.72363
European Union (27),,1999,0.029967785,-161.08765,85.823,2.0597687,42.432373,-6.5062256,9.073671,-55.370117
European Union (27),,2000,-0.035678342,44.423096,83.41821,9.183472,33.131104,37.390686,23.865887,-99.74902
European Union (27),,2001,0.3415436,-8.414551,124.43945,9.78791,65.812256,50.339478,12.588444,103.953125
European Union (27),,2002,0.3392794,18.059082,26.69873,17.51744,21.527588,-180.15735,26.41726,-58.109375
European Union (27),,2003,0.42949784,112.80713,201.95898,18.790833,-2.7675781,-33.81421,23.213463,34.288574
European Union (27),,2004,0.8017086,-60.018066,106.12451,30.630417,43.229248,48.959717,40.13624,47.547363
European Union (27),,2005,2.147084,-109.91382,138.82959,25.751266,-49.892334,-58.455444,29.285995,12.571289
European Union (27),,2006,2.9616108,87.58496,-13.209473,28.870438,-20.928467,5.01355,28.981369,7.9438477
European Union (27),,2007,3.6317716,33.008545,-68.65088,27.741333,-130.28687,-11.034119,58.545532,-165.66211
European Union (27),,2008,10.329201,-247.28271,86.54785,30.270111,19.71045,45.91748,35.67682,-75.657715
European Union (27),,2009,18.617834,-353.7588,-254.5249,28.456512,-175.78564,1.7507935,29.009308,-425.54443
European Union (27),,2010,25.033535,137.22803,295.1875,45.70749,63.865723,115.645874,39.278534,-28.418457
European Union (27),,2011,64.04191,82.29199,-336.6931,24.733276,-56.758057,-190.2442,68.16089,-212.07422
European Union (27),,2012,63.61882,-12.788086,-69.10327,44.048798,-81.37964,59.21991,59.181763,-257.33398
European Union (27),,2013,34.8631,-56.510986,-77.208496,18.64859,-27.864502,92.70441,57.21472,-163.2251
European Union (27),,2014,24.167725,-139.64795,-433.74316,18.87445,3.807373,-0.20410156,27.048767,-114.68652
European Union (27),,2015,17.05687,-3.8850098,151.96997,17.201447,-79.15027,-97.03424,110.52777,103.56494
European Union (27),,2016,-0.97229004,-110.718994,218.5398,4.590515,-60.429565,20.846863,5.492859,109.65625
European Union (27),,2017,16.46753,-33.16284,173.0415,9.344391,-33.284424,-142.56299,116.87097,128.00732
European Union (27),,2018,15.976379,-110.97778,-72.091064,5.7012634,-5.0284424,126.2157,17.087708,-7.722168
European Union (27),,2019,27.220642,-490.4685,138.54468,12.127014,1.274292,-70.524414,112.48767,-16.580566
European Union (27),,2020,52.00403,-355.93335,-125.92993,6.3302,-213.14368,72.26788,83.0495,-806.4912
European Union (27),,2021,47.54959,229.42676,170.56787,23.807068,114.69287,0.30358887,-32.65808,279.3994
European Union (27),,2022,113.5065,37.6521,-536.4978,-6.4904785,-314.73083,-186.88495,85.311646,210.14844
Finland,FIN,1991,0.000192203,-0.07583618,1.3600006,-0.5011759,0.83706665,6.9134407,0,-1.0247192
Finland,FIN,1992,0.000218819,-5.4980507,1.0200005,-0.15641785,-0.7122154,5.647846,0.005913972,-1.3900604
Finland,FIN,1993,0.000230644,7.975273,0.9200001,3.21774,1.895462,-4.8228493,0.005913972,-6.3560944
Finland,FIN,1994,0.000233603,13.867504,2.959999,1.6184483,-1.4215965,-4.9943542,0.008870972,4.505844
Finland,FIN,1995,0.0002543,-8.951393,1.210001,0.45648575,-0.59871674,3.365055,0.011828028,-11.821869
Finland,FIN,1996,0.00042875,13.141945,1.5094414,-2.2951946,0.7377548,-3.1491966,0,4.8061905
Finland,FIN,1997,0.000668306,-4.318886,-0.5511093,6.390793,4.0235977,1.12957,0.01774194,-1.7903595
Finland,FIN,1998,0.000248361,-13.889164,4.898056,4.603159,2.7211761,8.306187,0.017741945,5.2062073
Finland,FIN,1999,0.000369639,-1.9733391,0.04360962,-3.0964394,3.180851,-6.7153244,0.07688167,1.3882065
Finland,FIN,2000,0.000470167,-3.2383308,0.83000183,0.8811302,-1.4045677,5.5591393,0.085752785,-0.7530136
Finland,FIN,2001,0.000378084,12.161945,3.3499985,-1.1720924,0.41462326,-4.555969,-0.02500002,-2.3900375
Finland,FIN,2002,0.000405333,6.1019363,-0.29999924,2.2886887,-1.7530136,-7.3401318,-0.018839985,2.8879547
Finland,FIN,2003,0.000637916,19.001389,4.540001,1.2464657,0.8130684,-3.6382713,0.082906365,4.076187
Finland,FIN,2004,0.000722027,-9.713043,-1.7200012,3.3846035,-0.4444046,15.610296,0.077077776,-8.876434
Finland,FIN,2005,0.000730055,-30.71056,-3.8499985,-2.9602642,1.1274223,-3.9560928,0.13982475,4.554741
Finland,FIN,2006,0.002080973,30.984997,2.8499985,4.1553707,-1.3987579,-6.765087,-0.04375252,-3.8277054
Finland,FIN,2007,0.001161445,-4.8008347,-3.3199997,-2.7423058,1.0119171,7.38356,0.08988473,1.0493546
Finland,FIN,2008,0.000306805,-19.30944,0.9205551,1.43573,-1.6486359,7.9983177,0.19932997,-4.1356583
Finland,FIN,2009,0.000973278,0.44610977,-4.500553,-5.3330765,1.1400261,-12.657654,0.040454745,-6.9331665
Finland,FIN,2010,0.001097334,16.435284,3.9199982,7.1512794,-2.3204422,0.43758392,0.044368923,4.337311
Finland,FIN,2011,0.001467389,-14.807503,-5.1800003,0.8638725,0.65418243,-1.5344505,0.51109684,-2.5799408
Finland,FIN,2012,0.001142528,-11.615833,-4.174999,-0.14316559,-0.8982353,11.895081,0.027404666,-4.5310974
