annual-change-primary-energy-source,,,,,,,,,,
Entity,Code,Year,Solar (TWh growth - equivalent),Coal (TWh growth),Gas (TWh growth),Other renewables (TWh growth - equivalent),Nuclear (TWh growth - equivalent),Hydro (TWh growth - equivalent),Wind (TWh growth - equivalent),Oil (TWh growth)
Africa,,1972,0,1.1985168,6.265394,0.003192246,0,10.703728,0,36.424225
Africa,,1973,0,24.699493,14.881136,0.01596111,0,5.063881,0,39.07434
Africa,,1974,0,16.73587,4.966694,0.015961051,0,12.778229,0,19.93457
Africa,,1975,0,25.434296,9.119892,-0.009576619,0,6.0644836,0,27.932495
Africa,,1976,0,29.993652,7.343014,0.0414986,0,12.063507,0,54.914185
Africa,,1977,0,10.624329,7.2528,0.012768924,0,12.2157135,0,42.609985
Africa,,1978,0,-13.882874,29.135704,0.019152999,0,1.1182709,0,37.170837
Africa,,1979,0,29.431396,51.472908,0.019153357,0,9.634735,0,38.808655
Africa,,1980,0,36.31009,38.071167,0.019153297,0,-3.7064362,0,46.97986
Africa,,1981,0,92.2417,41.57718,0.03511417,0,5.562454,0,67.338135
Africa,,1982,0,65.377075,18.242386,0.05745977,0,0.03942871,0,41.039307
Africa,,1983,0,12.07019,24.541794,-0.019153357,0,-14.66394,0,38.17224
Africa,,1984,0,49.651855,-11.372559,0.012768865,11.137245,-2.2389984,0,17.33197
Africa,,1985,0,24.267944,18.939972,0.1117273,3.9441462,14.665817,0,25.287903
Africa,,1986,0,18.190186,34.428436,1.1144338,9.897252,5.0141296,0,-22.867737
Africa,,1987,0,22.963684,10.11319,0,-7.4796886,-6.176895,0,54.1037
Africa,,1988,0,61.841064,35.06015,-0.089381695,12.275087,13.415848,0,43.2312
Africa,,1989,0,-54.539917,13.02652,-0.028730035,1.7195339,7.9328766,0,35.764404
Africa,,1990,0,42.057373,27.174316,0.6014646,-7.519413,2.8932495,0,18.18396
Africa,,1991,0,-23.916077,2.9902344,0.061353922,1.9720726,10.044403,0,5.9315186
Africa,,1992,0,5.069031,19.634674,0.11165261,0.40860367,-8.253525,0,22.268555
Africa,,1993,0,12.882751,-8.626312,0.30461717,-5.768669,-3.4827118,0.005913972,11.944946
Africa,,1994,0,22.733887,19.18399,-0.32386303,6.9292107,2.7013397,0.010053777,38.08362
Africa,,1995,0,28.023438,29.415558,0.5344877,4.5513725,6.4250336,0.002661279,41.90625
Africa,,1996,0,12.757019,22.948242,0.76306295,1.344986,7.5331573,0.002365584,27.324463
Africa,,1997,0,23.790771,-9.716217,0.41994572,2.4743118,4.542038,0.000295721,40.43225
Africa,,1998,0,-21.980103,24.86145,1.0287037,2.7069855,8.286652,0.001182778,31.325317
Africa,,1999,0,28.97174,4.6826477,-0.041412354,-2.1678581,11.914825,0.0360753,49.512207
Africa,,2000,0.035309397,-2.2802124,52.802704,1.9170327,0.4908905,13.518036,0.46040323,3.5252686
Africa,,2001,0.008639861,12.19574,77.81378,0.2049079,-6.6982517,15.045685,0.7019341,14.900635
Africa,,2002,0.005086381,-41.504578,35.999878,-0.11184597,3.367796,10.601868,0.07386255,33.89453
Africa,,2003,0.009138744,82.62677,40.900024,0.9269309,1.6548462,-8.701614,0.2585554,44.318115
Africa,,2004,0.012618747,102.11334,71.569824,1.0508356,1.7170639,11.859573,0.6606133,70.23193
Africa,,2005,0.013343968,-80.08911,24.922058,0.09369564,-5.9284706,3.0430145,0.020639658,69.74695
Africa,,2006,0.023737952,15.024292,35.71985,2.4129944,-3.653675,7.538498,0.19133711,16.026245
Africa,,2007,0.03486149,17.536377,56.66681,-2.006836,3.331871,7.2677917,0.4476006,62.845215
Africa,,2008,0.061425164,109.0918,35.088135,0.3690691,4.3582993,3.2980347,0.81267786,86.8208
Africa,,2009,0.06344047,-4.7231445,5.735718,0.80212975,-0.7470665,5.5621033,0.7520921,64.246216
Africa,,2010,0.33206674,-10.266113,40.181458,0.5188303,1.7097931,20.828674,1.9027743,79.02417
Africa,,2011,1.0612874,-17.805908,80.17352,0.59623146,-1.8741798,6.597107,0.24250174,-33.7157
Africa,,2012,1.0608509,-28.64746,86.14197,0.43175793,-0.034828186,-0.54504395,0.31415558,120.34619
Africa,,2013,-0.57061553,12.132324,22.883911,1.0450354,2.7721481,15.329193,2.895949,74.1322
Africa,,2014,3.0123224,52.885742,32.790527,2.4966202,-1.03199,16.138428,3.914587,21.719482
Africa,,2015,4.55931,-63.841797,123.27734,4.0577927,-4.236994,-12.361847,10.287999,59.723877
Africa,,2016,4.51668,65.98047,44.80139,0.3149414,6.9774723,-11.306946,5.923332,15.451904
Africa,,2017,4.270237,-1.0889893,78.5708,1.3437214,-2.3543396,20.66278,6.3072357,25.97461
Africa,,2018,3.6683102,-20.647827,94.41284,1.3447914,-6.8459225,20.634705,2.831913,22.305908
Africa,,2019,7.169409,65.9657,7.0615234,0.40575027,4.1208744,10.723816,11.767506,18.943115
Africa,,2020,10.807444,-52.122925,-14.605103,-1.0446033,-8.563208,23.562317,-0.6490631,-250.38354
Africa,,2021,6.6986275,-18.750854,147.77637,-0.02379036,6.0655117,10.353241,9.4314995,183.73608
Africa,,2022,0.54798126,-56.21643,-59.666748,1.46348,-5.7546806,9.930969,2.6856575,121.323975
Africa,,1966,,-0.3739624,1.1261616,,0,4.7441025,0,28.316315
Africa,,1967,,7.1693726,-0.12424564,,0,2.0126228,0,-1.2564697
Africa,,1968,,13.221344,0.14330006,,0,8.124931,0,21.17215
Africa,,1969,,3.1299744,1.80303,,0,9.351627,0,7.787567
Africa,,1970,,14.114014,3.028325,,0,16.350777,0,36.87378
Africa,,1971,,22.255402,2.856762,,0,-4.781563,0,39.27835
Africa (EI),,1972,0,1.1985168,6.2653923,0.003192246,0,10.703728,0,36.424255
Africa (EI),,1973,0,24.699524,14.881136,0.01596111,0,5.0638733,0,39.0744
Africa (EI),,1974,0,16.73587,4.966694,0.015961051,0,12.778236,0,19.93451
Africa (EI),,1975,0,25.434265,9.119888,-0.009576619,0,6.064476,0,27.932556
Africa (EI),,1976,0,29.993683,7.3430176,0.0414986,0,12.063515,0,54.914124
Africa (EI),,1977,0,10.624268,7.2528,0.012768924,0,12.215721,0,42.609985
Africa (EI),,1978,0,-13.882843,29.135704,0.019152999,0,1.1182556,0,37.170837
Africa (EI),,1979,0,29.431396,51.472908,0.019153357,0,9.634735,0,38.808655
Africa (EI),,1980,0,36.31009,38.071167,0.019153297,0,-3.7064362,0,46.97986
Africa (EI),,1981,0,92.2417,41.57718,0.03511417,0,5.562454,0,67.338135
Africa (EI),,1982,0,65.377075,18.242386,0.05745977,0,0.03942871,0,41.039246
Africa (EI),,1983,0,12.07019,24.541794,-0.019153357,0,-14.66394,0,38.172302
Africa (EI),,1984,0,49.651794,-11.372559,0.012768865,11.137245,-2.2389984,0,17.332031
Africa (EI),,1985,0,24.268066,18.939972,0.1117273,3.9441462,14.665817,0,25.287842
Africa (EI),,1986,0,18.190125,34.428467,1.1144338,9.897252,5.0141296,0,-22.867737
Africa (EI),,1987,0,22.963684,10.113159,0,-7.4796886,-6.176895,0,54.1037
Africa (EI),,1988,0,61.841064,35.06018,-0.089381695,12.275087,13.415848,0,43.23108
Africa (EI),,1989,0,-54.539917,13.026489,-0.028730035,1.7195339,7.932892,0,35.764526
Africa (EI),,1990,0,42.057373,27.174347,0.6014646,-7.519413,2.8932495,0,18.184082
Africa (EI),,1991,0,-23.916077,2.9902039,0.061353922,1.9720726,10.044388,0,5.9313965
Africa (EI),,1992,0,5.0689697,19.634674,0.11165261,0.40860367,-8.253525,0,22.268555
Africa (EI),,1993,0,12.8828125,-8.626282,0.30461717,-5.768669,-3.4827118,0.005913972,11.944946
Africa (EI),,1994,0,22.733887,19.18393,-0.32386303,6.9292107,2.7013397,0.010053777,38.08362
Africa (EI),,1995,0,28.023438,29.415558,0.5344877,4.5513725,6.4250336,0.002661279,41.906372
Africa (EI),,1996,0,12.757019,22.948273,0.76306295,1.344986,7.5331573,0.002365584,27.32434
Africa (EI),,1997,0,23.790833,-9.716217,0.41994524,2.4743118,4.5420685,0.000295721,40.43225
Africa (EI),,1998,0,-21.980164,24.86145,1.0287046,2.7069855,8.286636,0.001182778,31.325195
Africa (EI),,1999,0,28.97174,4.682617,-0.04141283,-2.1678581,11.914795,0.03607522,49.51233
Africa (EI),,2000,0.035309445,-2.2801514,52.802734,1.9170327,0.4908905,13.518051,0.46040332,3.5252686
Africa (EI),,2001,0.008639999,12.195679,77.81378,0.20490742,-6.6982517,15.04567,0.7019342,14.900635
Africa (EI),,2002,0.005086113,-41.50464,35.999878,-0.11184549,3.367796,10.601883,0.07386243,33.89453
Africa (EI),,2003,0.00913889,82.62683,40.900085,0.9269309,1.6548462,-8.701599,0.2585553,44.318115
Africa (EI),,2004,0.012618884,102.113464,71.569824,1.0508356,1.7170639,11.859543,0.6606134,70.23193
Africa (EI),,2005,0.01334361,-80.08923,24.922058,0.09369564,-5.9284706,3.043045,0.020639896,69.74707
Africa (EI),,2006,0.023738056,15.024414,35.719788,2.4129944,-3.653675,7.5384827,0.19133711,16.026123
Africa (EI),,2007,0.034861393,17.536255,56.666748,-2.006836,3.331871,7.2677917,0.44760036,62.845215
Africa (EI),,2008,0.061425284,109.0918,35.088196,0.36907005,4.3582993,3.2980347,0.8126781,86.8208
Africa (EI),,2009,0.06344026,-4.7231445,5.735718,0.8021288,-0.7470665,5.5621033,0.7520919,64.24634
Africa (EI),,2010,0.33206663,-10.265991,40.181458,0.51882935,1.7097931,20.828674,1.9027739,79.023926
Africa (EI),,2011,1.0612879,-17.80603,80.17352,0.59623337,-1.8741798,6.597107,0.24250174,-33.715454
Africa (EI),,2012,1.0608509,-28.64746,86.14197,0.43175697,-0.034828186,-0.54504395,0.31415558,120.34619
Africa (EI),,2013,-0.57061553,12.132324,22.883911,1.0450344,2.7721481,15.329193,2.8959494,74.13208
Africa (EI),,2014,3.012322,52.885864,32.790527,2.4966211,-1.03199,16.138428,3.914587,21.719482
Africa (EI),,2015,4.5593104,-63.841797,123.27734,4.0577946,-4.236994,-12.361816,10.287999,59.723877
Africa (EI),,2016,4.51668,65.98035,44.80139,0.3149395,6.9774723,-11.306976,5.923334,15.451904
Africa (EI),,2017,4.270239,-1.0889893,78.57068,1.3437233,-2.3543396,20.66278,6.307234,25.97461
Africa (EI),,2018,3.6683083,-20.647827,94.41284,1.3447895,-6.8459225,20.634674,2.831913,22.305908
Africa (EI),,2019,7.169409,65.9657,7.0617676,0.40575027,4.1208744,10.723816,11.767506,18.943115
Africa (EI),,2020,10.807444,-52.122925,-14.605347,-1.0446014,-8.563208,23.562347,-0.6490669,-250.38342
Africa (EI),,2021,6.6986275,-18.750854,147.77637,-0.023792267,6.0655117,10.35321,9.431503,183.73572
Africa (EI),,2022,0.5479851,-56.21643,-59.666626,1.46348,-5.7546806,9.931,2.6856575,121.323975
Africa (EI),,1966,,-0.3739624,1.1261616,,0,4.7440987,0,28.316315
Africa (EI),,1967,,7.169403,-0.1242466,,0,2.0126266,0,-1.2565002
Africa (EI),,1968,,13.221283,0.14330101,,0,8.1249275,0,21.17218
Africa (EI),,1969,,3.130005,1.80303,,0,9.351624,0,7.787567
Africa (EI),,1970,,14.114014,3.0283241,,0,16.350792,0,36.87381
Africa (EI),,1971,,22.255402,2.8567648,,0,-4.781563,0,39.27829
Algeria,DZA,1991,0,0.24423027,-2.40625,0,0,0.46720415,0,-1.1838303
Algeria,DZA,1992,0,1.4886394,6.256256,0,0,-0.2779569,0,0.6648712
Algeria,DZA,1993,0,-1.7444997,-20.405014,0,0,0.45537633,0,-0.53778076
Algeria,DZA,1994,0,-0.44193983,9.625015,0,0,-0.5529569,0,-4.703987
Algeria,DZA,1995,0,0,14.0525055,0,0,0.079838574,0,-2.9086075
Algeria,DZA,1996,0,-3.81464,5.4862366,0,0,-0.17150527,0,-4.720207
Algeria,DZA,1997,0,2.5586,-13.66748,0,0,-0.17741942,0,-0.778656
Algeria,DZA,1998,0,0.4186802,6.6412354,0,0,0.41397864,0,3.015335
Algeria,DZA,1999,0,0.4535699,4.4275055,0,0,-0.035483897,0,-1.7604065
Algeria,DZA,2000,0,-1.1862602,-14.095825,0,,-0.4405914,0,4.234131
Algeria,DZA,2001,0,0.8722501,6.309189,0,,0.043029994,0,3.6428528
Algeria,DZA,2002,0,2.0352502,-2.4832458,0,,-0.03633389,0,11.621895
Algeria,DZA,2003,0,-1.5002704,11.092804,0,,0.60215914,0,4.776886
Algeria,DZA,2004,0,1.3607097,5.967499,0,,-0.045238018,0,5.5727158
Algeria,DZA,2005,0,-1.5002689,11.66069,0,,0.8667588,0,5.4665527
Algeria,DZA,2006,0,3.3494396,4.9376373,0,,-0.97089356,0,5.6323395
Algeria,DZA,2007,0,-1.4537497,5.309311,0,,0.019882262,0,16.544281
Algeria,DZA,2008,0,0,10.235062,0,,0.1562041,0,13.525894
Algeria,DZA,2009,0,-3.15173,18.075745,0,,0.15986115,0,10.218521
Algeria,DZA,2010,0.025257777,-2.0468802,-8.845367,0,,-0.47493225,0,1.4774933
Algeria,DZA,2011,0.024725556,-0.40705013,14.697357,0,,0.5625961,0,10.615738
Algeria,DZA,2012,0.023289446,0.19771004,30.771149,0,,0.023841381,0,12.167618
Algeria,DZA,2013,0.004674166,-1.5584198,22.474365,0,,-0.7967963,0,9.181122
Algeria,DZA,2014,0.084598884,0.24422991,39.703125,0,,0.25303945,0.002709097,8.348755
Algeria,DZA,2015,-0.006353334,-0.53498006,18.306763,0,,-0.1323747,0.04845729,14.223343
Algeria,DZA,2016,0.49968165,-0.9769199,6.737488,0,,-0.19773446,-0.000163335,-6.5846405
Algeria,DZA,2017,0.6854161,1.5467899,8.662506,0,,-0.043714434,-0.000438608,-4.0517273
Algeria,DZA,2018,0.25408328,3.6983402,39.462494,0,,0.16051777,-0.02410717,2.2737885
Algeria,DZA,2019,0.025749564,-1.0118098,16.45874,0,,0.09111777,-9.76E-05,9.16539
Algeria,DZA,2020,0.17788494,-3.2796602,-17.045868,0,,-0.27040386,-0.006137304,-25.025864
Algeria,DZA,2021,-0.061534762,1.58168,43.51465,0,,-0.10592879,0.007252695,9.233612
Algeria,DZA,2022,0.039993048,-1.6082312,-34.265045,0,,0.17584075,-0.000100194,17.45871
Algeria,DZA,1966,,-0.023259997,0.2887497,,0,-0.13306463,,4.8674536
Algeria,DZA,1967,,-0.18607998,-0.23099995,,0,0.16263437,,-1.3306751
Algeria,DZA,1968,,0.034889996,0.38500023,,0,0.45241952,,1.2252712
Algeria,DZA,1969,,0.17444998,2.4784374,,0,-0.597312,,1.1386299
Algeria,DZA,1970,,0.15118998,-0.6208124,,0,0.64758086,,3.041748
Algeria,DZA,1971,,-0.6977999,1.3186245,,0,-0.73924756,,3.092369
Algeria,DZA,1972,,-0.03489001,1.7806253,,0,0.48790336,,2.681366
Algeria,DZA,1973,,0.03489001,5.0290613,,0,0.759946,,2.7789307
Algeria,DZA,1974,,-0.04652001,2.8153133,,0,-0.75403214,,3.6434937
Algeria,DZA,1975,,0.05815001,7.8155003,,0,-0.49973106,,4.08683
Algeria,DZA,1976,,0.26748994,5.1975,,0,0.18037629,,6.087063
Algeria,DZA,1977,,0.16282004,2.2137527,,0,-0.3548388,,6.0887604
Algeria,DZA,1978,,-0.3489,21.752499,,0,-0.056182742,,1.8014526
Algeria,DZA,1979,,0.47683004,23.869991,,0,0.12123662,,10.710674
Algeria,DZA,1980,,-0.09304005,27.912498,,0,-0.10053784,,0.88381195
Algeria,DZA,1981,,-0.22096997,32.82125,,0,0.32231206,,5.1206436
Algeria,DZA,1982,,9.187699,19.153748,,0,0.3341397,,4.2503433
Algeria,DZA,1983,,-1.0466995,15.303757,,0,-0.72150534,,9.319
Algeria,DZA,1984,,0.9420309,-21.463745,,0,0.6416666,,9.109589
Algeria,DZA,1985,,0.4186802,-1.4437561,,0,0.57365596,,2.551796
Algeria,DZA,1986,,0.26748848,14.62999,,0,-1.1709678,,1.4674454
Algeria,DZA,1987,,2.0119905,3.8500214,,0,0.7362905,,1.0792694
Algeria,DZA,1988,,-0.7326908,21.84874,,0,-0.9344086,,0.07208252
Algeria,DZA,1989,,-1.7910185,-11.453735,,0,0.12715024,,4.7640533
Algeria,DZA,1990,,-2.1166606,12.416229,,0,-0.26908582,,7.874962
Argentina,ARG,1991,0,-1.4721193,3.598236,-0.006428063,1.3478184,-5.4524536,0,10.310394
Argentina,ARG,1992,0,1.3741512,16.337997,-0.003263056,-1.9153233,9.74575,0,12.422913
Argentina,ARG,1993,0,-4.098176,12.15625,-0.108505785,1.8982983,13.61166,0,-4.9263153
Argentina,ARG,1994,0,-1.0048804,6.418518,0.009606361,1.376194,10.403786,0,13.715408
Argentina,ARG,1995,0,0.34904528,26.6465,0.063881665,-3.3170528,-2.3153076,0,-1.9518127
Argentina,ARG,1996,0,0.352664,38.705505,0.3320036,1.1151428,-11.922569,0.028440276,0.28082275
Argentina,ARG,1997,0,-1.6391025,-23.631775,-0.14129388,1.4244328,16.124405,0.014708055,15.475281
Argentina,ARG,1998,5.03E-05,2.109696,19.158234,0.08981192,-1.4414577,-4.285164,0.053075,7.985718
Argentina,ARG,1999,2.66E-05,1.6480598,17.991272,0.17591196,-0.98461723,-15.017696,0.006623611,3.8214111
Argentina,ARG,2000,2.96E-05,-2.3728223,8.266235,0.3959236,-2.636053,21.226597,-6.78E-05,-22.168915
Argentina,ARG,2001,1.99E-05,-1.3557949,-20.616974,-0.07351637,2.3726234,22.968124,0.042233065,-19.589447
Argentina,ARG,2002,1.09E-05,-1.5705557,-7.974518,0.5330403,-3.5959034,-3.0322952,0.06924471,-12.479843
Argentina,ARG,2003,5.13E-05,1.0075684,41.914764,1.1192454,4.75173,-6.406639,0.011819437,4.6336365
Argentina,ARG,2004,1.32E-05,3.9259534,31.80075,-0.041774035,0.7037487,-10.24382,-0.017312214,17.184128
Argentina,ARG,2005,3.02E-05,1.4418268,24.798767,0.15637827,-2.8744488,10.192909,-0.003401101,11.978058
Argentina,ARG,2006,2.42E-05,-1.0378246,13.61499,0.41437745,2.196638,10.193718,-0.007209182,14.660522
Argentina,ARG,2007,5.18E-05,4.4365396,20.616974,0.078344345,-1.3989029,-19.889923,-0.02399221,31.283691
Argentina,ARG,2008,9.59E-05,3.1557074,4.765259,0.4313581,0.25525856,-0.6057892,-0.05627667,3.586975
Argentina,ARG,2009,-0.000191325,-7.89513,-13.531647,-0.05440879,1.9913445,9.005669,-0.01502528,-14.167816
Argentina,ARG,2010,2.59E-05,3.851142,2.5185547,0.6014986,-2.726057,-4.0855713,-0.032494448,25.407898
Argentina,ARG,2011,0.004214078,1.1465654,17.523743,0.0387969,-2.26132,-6.5590897,0.00298889,12.476074
Argentina,ARG,2012,0.017957276,-0.94946384,18.244171,0.20298195,-0.097415924,-6.06707,0.94078356,20.59961
Argentina,ARG,2013,0.018673308,1.2701216,3.6348267,0.23560047,-0.6114578,9.348801,0.22144365,22.06839
Argentina,ARG,2014,0.002110831,0.9524145,1.2728882,-0.14071989,-1.8987541,-1.495697,0.44268024,-2.6642456
Argentina,ARG,2015,-0.003653057,-0.07758808,4.975891,0.014508724,3.8555279,-0.7360916,-0.08042693,7.8944397
Argentina,ARG,2016,-0.001331389,-3.6254873,15.574432,-0.9907043,3.0931854,-7.434578,-0.13253427,-11.905029
Argentina,ARG,2017,0.005480833,0.33664608,0.900177,0.9087517,-5.735813,4.4322357,0.16225672,-4.427582
Argentina,ARG,2018,0.24239223,1.1838598,4.021118,-0.14197302,1.8995228,1.318985,2.1101751,-16.851807
Argentina,ARG,2019,1.8218992,-5.585185,-21.432251,0.18651342,3.9069366,-12.899445,9.431496,-32.793182
Argentina,ARG,2020,1.4226911,1.8913622,-26.276703,2.310758,3.8757153,-10.337627,11.545831,-33.63733
Argentina,ARG,2021,2.2328694,4.037076,20.02826,0.1728301,0.30643845,-10.750996,9.13833,69.90454
Argentina,ARG,2022,1.895442,0.34645653,-2.5108643,0.27858353,-6.8494034,10.870682,3.0752602,24.683594
Argentina,ARG,1966,,-1.4832315,3.423195,0,0,0.04676175,,8.6604
Argentina,ARG,1967,,0.8685789,2.0422516,0,0,0.088021755,,6.8586426
Argentina,ARG,1968,,-0.22136211,5.300129,0,0,0.67116785,,6.062256
Argentina,ARG,1969,,1.5031347,-0.19450378,0,0,-0.45661402,,11.214233
Argentina,ARG,1970,,2.6004286,6.7394257,0.17953554,0,0.6324158,,-29.575958
Argentina,ARG,1971,,-1.445056,4.6582756,0.008775026,0,-0.03246498,,18.065613
Argentina,ARG,1972,,-1.6262474,7.721649,0.054384425,0,-0.12863493,,-1.3149109
Argentina,ARG,1973,,0.84522724,9.783348,-0.051257774,0,4.4200583,,2.0124512
Argentina,ARG,1974,,2.329399,4.716629,0.003297493,2.9396653,5.905797,,-0.074645996
Argentina,ARG,1975,,-0.31498146,2.1006012,0.009535566,4.2023597,0.5917282,,-16.295929
Argentina,ARG,1976,,0.13164616,10.98925,-0.009665281,0.15606308,-0.53188133,,9.407349
Argentina,ARG,1977,,-0.6340828,4.3762436,0.009705827,-2.6530766,2.2232962,,15.422302
Argentina,ARG,1978,,2.4106922,-2.8202515,-9.66E-05,3.572432,5.8543587,,-8.34845
Argentina,ARG,1979,,-0.9175215,2.8202515,0.09899332,-0.57885313,8.605711,,22.500336
Argentina,ARG,1980,,-1.3570843,9.238754,0.012876958,-0.9988055,13.259043,,-22.791504
Argentina,ARG,1981,,-0.58412266,5.056999,-0.038305283,1.350657,-1.3486404,,-18.49231
Argentina,ARG,1982,,0.10560894,15.949005,0.08923945,-2.684289,8.597153,,-13.507446
Argentina,ARG,1983,,-0.9861126,10.016739,0.12769526,4.3555846,2.4434052,,3.293518
Argentina,ARG,1984,,-2.49474,9.238754,-0.12764722,3.5071688,4.315296,,-12.858398
Argentina,ARG,1985,,3.4143825,3.3065033,0.016018331,3.1922045,2.2924347,,-17.94661
Argentina,ARG,1986,,1.5097427,12.545242,0.012717247,-0.15606308,1.1151428,,12.238861
Argentina,ARG,1987,,1.3303242,0.09724426,-0.05747226,2.1394863,2.6088638,,16.834091
Argentina,ARG,1988,,0.3326769,28.299759,0.054187536,-1.892622,-19.67395,,1.7806702
Argentina,ARG,1989,,1.1304188,9.919495,-0.05413893,-2.153675,-6.126148,,-22.012985
Argentina,ARG,1990,,-2.6366367,-9.238739,0.08625418,6.3617096,13.38269,,-16.374435
Asia,,1966,0,148.99902,14.451729,0.07022834,1.5861708,18.154999,0,273.3567
Asia,,1967,0,-86.572266,17.685036,0.16280252,0.12768829,-28.963348,0,372.68896
Asia,,1968,0,40.957764,22.43782,0.019152999,1.1775688,45.923798,0,371.84082
Asia,,1969,0,348.6587,34.830856,-0.003191888,2.1644044,17.454926,0,494.5381
Asia,,1970,0,384.12646,34.859314,0.6503694,11.583759,11.228058,0,550.19214
Asia,,1971,0,256.80933,30.67839,-0.03289497,8.914732,45.654175,0,485.09082
Asia,,1972,0,144.81201,27.796387,0.078329444,4.472109,18.1875,0,386.64697
Asia,,1973,0,89.93262,61.542877,0.08557081,4.067566,-38.702576,0,706.2129
Asia,,1974,0,95.13037,62.151123,0.18386829,28.339905,71.05823,0,-9.610352
Asia,,1975,0,324.7185,58.650055,0.24284875,16.600208,45.015198,0,-45.534668
Asia,,1976,0,101.63916,52.072876,-0.21942198,26.59842,17.929688,0,457.4419
Asia,,1977,0,300.67285,108.698395,0.6564473,-9.204613,-11.401245,0,411.94238
Asia,,1978,0,232.56592,113.95758,0.58096695,92.87135,33.75067,0,426.52734
Asia,,1979,0,246.70508,160.49298,2.5964057,44.08246,54.22699,0,263.1704
Asia,,1980,0,307.47998,37.88629,3.942707,41.204742,51.598816,0,-410.62646
Asia,,1981,0,182.14453,25.024902,5.4652023,20.498505,51.35437,0,-66.92285
Asia,,1982,0,227.8999,65.1604,27.50103,50.03189,-7.831909,0,-30.723145
Asia,,1983,0,375.50293,77.88855,6.7180977,67.698,37.448425,0,252.43018
Asia,,1984,0,565.83936,252.6604,4.75288,83.72412,1.9923706,0,351.35107
Asia,,1985,0,1100.1982,804.77124,3.4765701,114.065,158.26324,0,726.2554
Asia,,1986,0,329.271,269.70215,2.9004402,38.892883,7.7245483,0,190.18652
Asia,,1987,0,585.76855,159.09229,1.0630989,119.411255,36.88623,0,286.46582
Asia,,1988,0,596.14746,190.61401,4.8641624,-43.33374,157.90894,0,632.9414
Asia,,1989,0,386.74902,235.44922,5.311943,31.901184,28.066528,0,439.2959
Asia,,1990,0.011827972,178.8789,119.744385,-14.112507,57.213257,67.76001,0.09853655,564.1504
Asia,,1991,0,394.1328,183.88794,1.1537895,55.41278,14.473022,0.26517576,358.73535
Asia,,1992,0.034005303,329.03906,213.11841,0.8090553,23.162354,9.639648,0.28914076,613.0049
Asia,,1993,0.03844086,496.6709,-15.654053,-0.5639725,96.606384,149.03406,0.26337236,450.18945
Asia,,1994,0.022177562,538.6914,283.27075,10.595776,66.85889,-11.366333,0.7931446,608.3262
Asia,,1995,0.039949156,180.49121,236.9607,14.610764,108.241455,117.3053,1.5864643,689.001
Asia,,1996,0.06815998,503.96094,282.7854,1.0333481,65.56555,-10.585205,-0.4072144,558.1621
Asia,,1997,0.12953052,18.283203,221.63428,11.070816,78.509155,-6.1990967,0.6475148,646.72363
Asia,,1998,0.15066847,-20.53125,200.51465,5.9353027,53.091064,94.574585,0.77509785,-280.85352
Asia,,1999,0.23167369,308.43457,376.1631,9.691231,22.89746,-43.278687,1.6907349,437.67676
Asia,,2000,0.4023955,505.2256,280.17773,10.853104,39.453247,48.80774,1.0434699,502.74316
Asia,,2001,0.49979663,626.36523,348.5786,2.5592651,9.2052,121.273315,2.3570151,153.06738
Asia,,2002,0.62128925,1078.7773,331.1875,3.9412308,27.107666,52.345337,0.7267208,386.32324
Asia,,2003,0.8050339,2173.7744,428.45117,5.8799133,-169.5072,60.015503,3.1948223,623.15137
Asia,,2004,0.9530144,2151.9688,484.8872,7.5815735,180.87183,325.33362,10.159325,979.73535
Asia,,2005,1.0560341,2649.7676,533.0713,18.107483,55.10681,66.17944,5.8688374,234.11914
Asia,,2006,1.1780348,1719.2109,456.13135,12.275299,30.531372,215.57715,16.339325,469.64062
Asia,,2007,1.1984344,2056.3945,628.03516,19.998444,-72.79541,108.69165,14.622105,516.6387
Asia,,2008,1.5270209,719.7129,594.4912,24.37886,-52.24951,335.1018,31.35468,213.6543
Asia,,2009,2.547183,847.5742,260.32715,27.693726,56.90454,-102.18286,49.85531,107.49805
Asia,,2010,4.7441683,1287.3672,938.2783,29.310516,69.5354,413.42554,74.87546,1101.7148
Asia,,2011,12.280565,2114.4473,761.43066,19.938507,-273.29688,20.56665,87.36528,554.0156
Asia,,2012,14.171743,713.8789,578.6221,26.595367,-373.8142,411.71313,91.30008,902.3379
Asia,,2013,36.950123,632.375,309.97168,38.52243,5.062195,272.16968,109.11932,382.98242
Asia,,2014,81.08775,500.26172,513.0674,56.033173,65.19183,339.22095,67.6532,356.45117
Asia,,2015,85.60707,-352.10352,437.667,71.469666,118.52478,153.80518,76.99579,849.4629
Asia,,2016,123.71782,-401.85352,360.0371,9.2343445,123.27551,145.34961,187.07861,834.1504
Asia,,2017,209.41382,710.80664,596.2803,84.98395,60.724976,92.967285,204.49872,639.35156
Asia,,2018,242.93207,994.3262,718.36816,124.0683,143.28247,80.7666,191.74402,377.33984
Asia,,2019,210.21045,807.10156,349.61328,91.70093,229.90588,311.8169,123.15161,223.67578
Asia,,2020,201.20312,-18.167969,320.0625,94.1051,19.555664,109.833984,163.3949,-1420.623
Asia,,2021,322.30164,1710.7812,932.00586,139.00006,155.87085,-113.875,538.1251,815.8828
Asia,,2022,388.44983,801.85156,-292.48242,112.299805,86.26892,111.808105,308.5144,537.5469
